date,time,datetime,temperature_c,temperature_f,humidity,weather_condition,weather_code,wind_speed_kmh,wind_direction,pressure,precipitation_mm,cloud_cover,feels_like_c,heat_index_c,dew_point_c,uv_index,visibility_km,is_sunny,is_cloudy,is_rainy
2023-07-14,00:00,2023-07-14 00:00:00,25.0,77.0,60.0,Patchy rain possible,176,19.0,WSW,1006.0,0.1,76.0,27.0,27.0,21.0,1.0,10.0,False,False,True
2023-07-14,01:00,2023-07-14 01:00:00,25.0,77.0,64.0,Cloudy,119,16.0,W,1006.0,0.0,77.0,27.0,27.0,21.0,1.0,10.0,False,True,False
2023-07-14,02:00,2023-07-14 02:00:00,25.0,76.0,67.0,Cloudy,119,17.0,W,1005.0,0.0,81.0,27.0,27.0,21.0,1.0,10.0,False,True,False
2023-07-14,03:00,2023-07-14 03:00:00,24.0,76.0,69.0,Partly cloudy,116,15.0,W,1006.0,0.0,31.0,26.0,26.0,21.0,1.0,10.0,False,True,False
2023-07-14,04:00,2023-07-14 04:00:00,25.0,76.0,71.0,Partly cloudy,116,19.0,W,1006.0,0.0,44.0,26.0,26.0,21.0,1.0,10.0,False,True,False
2023-07-14,05:00,2023-07-14 05:00:00,25.0,77.0,73.0,Partly cloudy,116,19.0,W,1007.0,0.0,27.0,27.0,27.0,20.0,1.0,10.0,False,True,False
2023-07-14,06:00,2023-07-14 06:00:00,25.0,78.0,74.0,Patchy rain possible,176,18.0,W,1008.0,0.1,72.0,27.0,27.0,20.0,6.0,10.0,False,False,True
2023-07-14,07:00,2023-07-14 07:00:00,26.0,79.0,70.0,Patchy rain possible,176,17.0,W,1008.0,0.1,86.0,28.0,28.0,20.0,6.0,10.0,False,False,True
2023-07-14,08:00,2023-07-14 08:00:00,27.0,81.0,64.0,Sunny,113,21.0,W,1008.0,0.0,24.0,29.0,29.0,20.0,7.0,10.0,True,False,False
2023-07-14,09:00,2023-07-14 09:00:00,29.0,83.0,57.0,Patchy rain possible,176,22.0,W,1008.0,0.1,79.0,30.0,30.0,19.0,6.0,10.0,False,False,True
2023-07-14,10:00,2023-07-14 10:00:00,30.0,86.0,52.0,Patchy rain possible,176,22.0,W,1008.0,0.1,73.0,31.0,31.0,19.0,6.0,10.0,False,False,True
2023-07-14,11:00,2023-07-14 11:00:00,30.0,86.0,46.0,Patchy rain possible,176,21.0,W,1007.0,0.1,86.0,31.0,31.0,21.0,7.0,10.0,False,False,True
2023-07-14,12:00,2023-07-14 12:00:00,31.0,88.0,43.0,Partly cloudy,116,20.0,W,1007.0,0.0,30.0,32.0,32.0,21.0,8.0,10.0,False,True,False
2023-07-14,13:00,2023-07-14 13:00:00,32.0,90.0,41.0,Sunny,113,20.0,W,1005.0,0.0,22.0,33.0,33.0,20.0,8.0,10.0,True,False,False
2023-07-14,14:00,2023-07-14 14:00:00,31.0,88.0,42.0,Partly cloudy,116,19.0,WNW,1005.0,0.0,29.0,33.0,33.0,18.0,8.0,10.0,False,True,False
2023-07-14,15:00,2023-07-14 15:00:00,31.0,88.0,45.0,Moderate rain at times,299,17.0,WNW,1005.0,0.5,84.0,33.0,33.0,20.0,7.0,10.0,False,False,True
2023-07-14,16:00,2023-07-14 16:00:00,30.0,87.0,47.0,Cloudy,119,16.0,W,1005.0,0.0,69.0,32.0,32.0,18.0,7.0,10.0,False,True,False
2023-07-14,17:00,2023-07-14 17:00:00,29.0,85.0,50.0,Cloudy,119,14.0,W,1005.0,0.0,66.0,31.0,31.0,18.0,6.0,10.0,False,True,False
2023-07-14,18:00,2023-07-14 18:00:00,29.0,84.0,52.0,Cloudy,119,12.0,WNW,1006.0,0.0,78.0,30.0,30.0,21.0,1.0,10.0,False,True,False
2023-07-14,19:00,2023-07-14 19:00:00,28.0,83.0,53.0,Cloudy,119,10.0,WNW,1006.0,0.0,76.0,29.0,29.0,20.0,1.0,10.0,False,True,False
2023-07-14,20:00,2023-07-14 20:00:00,28.0,82.0,54.0,Overcast,122,10.0,W,1007.0,0.0,87.0,29.0,29.0,20.0,1.0,10.0,False,True,False
2023-07-14,21:00,2023-07-14 21:00:00,27.0,81.0,54.0,Cloudy,119,13.0,W,1007.0,0.0,66.0,28.0,28.0,20.0,1.0,10.0,False,True,False
2023-07-14,22:00,2023-07-14 22:00:00,27.0,81.0,54.0,Overcast,122,14.0,W,1007.0,0.0,92.0,28.0,28.0,20.0,1.0,10.0,False,True,False
2023-07-14,23:00,2023-07-14 23:00:00,27.0,81.0,56.0,Cloudy,119,18.0,W,1007.0,0.0,61.0,28.0,28.0,20.0,1.0,10.0,False,True,False
2023-07-15,00:00,2023-07-15 00:00:00,26.0,80.0,67.0,Partly cloudy,116,21.0,W,1007.0,0.0,47.0,28.0,28.0,20.0,1.0,10.0,False,True,False
2023-07-15,01:00,2023-07-15 01:00:00,26.0,79.0,71.0,Partly cloudy,116,23.0,W,1006.0,0.0,55.0,28.0,28.0,20.0,1.0,10.0,False,True,False
2023-07-15,02:00,2023-07-15 02:00:00,26.0,78.0,73.0,Cloudy,119,22.0,W,1006.0,0.0,66.0,28.0,28.0,21.0,1.0,10.0,False,True,False
2023-07-15,03:00,2023-07-15 03:00:00,25.0,78.0,75.0,Partly cloudy,116,21.0,W,1006.0,0.0,49.0,27.0,27.0,21.0,1.0,10.0,False,True,False
2023-07-15,04:00,2023-07-15 04:00:00,25.0,77.0,77.0,Partly cloudy,116,21.0,W,1006.0,0.0,29.0,27.0,27.0,21.0,1.0,10.0,False,True,False
2023-07-15,05:00,2023-07-15 05:00:00,25.0,77.0,79.0,Partly cloudy,116,21.0,W,1007.0,0.0,42.0,27.0,27.0,21.0,1.0,10.0,False,True,False
2023-07-15,06:00,2023-07-15 06:00:00,25.0,77.0,80.0,Partly cloudy,116,20.0,W,1008.0,0.0,35.0,27.0,27.0,21.0,7.0,10.0,False,True,False
2023-07-15,07:00,2023-07-15 07:00:00,26.0,79.0,75.0,Partly cloudy,116,23.0,W,1008.0,0.0,49.0,28.0,28.0,21.0,7.0,10.0,False,True,False
2023-07-15,08:00,2023-07-15 08:00:00,27.0,81.0,69.0,Partly cloudy,116,21.0,WNW,1009.0,0.0,50.0,29.0,29.0,20.0,7.0,10.0,False,True,False
2023-07-15,09:00,2023-07-15 09:00:00,28.0,82.0,62.0,Cloudy,119,26.0,WNW,1008.0,0.0,67.0,30.0,30.0,20.0,6.0,10.0,False,True,False
2023-07-15,10:00,2023-07-15 10:00:00,29.0,85.0,58.0,Partly cloudy,116,25.0,WNW,1008.0,0.0,48.0,31.0,31.0,20.0,7.0,10.0,False,True,False
2023-07-15,11:00,2023-07-15 11:00:00,29.0,84.0,53.0,Overcast,122,24.0,WNW,1007.0,0.0,100.0,31.0,31.0,20.0,6.0,10.0,False,True,False
2023-07-15,12:00,2023-07-15 12:00:00,29.0,84.0,54.0,Overcast,122,23.0,WNW,1007.0,0.0,87.0,30.0,30.0,21.0,6.0,10.0,False,True,False
2023-07-15,13:00,2023-07-15 13:00:00,29.0,83.0,55.0,Partly cloudy,116,21.0,WNW,1006.0,0.0,59.0,30.0,30.0,21.0,7.0,10.0,False,True,False
2023-07-15,14:00,2023-07-15 14:00:00,29.0,84.0,57.0,Patchy rain possible,176,19.0,WNW,1006.0,0.1,71.0,30.0,30.0,21.0,6.0,10.0,False,False,True
2023-07-15,15:00,2023-07-15 15:00:00,29.0,85.0,53.0,Cloudy,119,22.0,WNW,1005.0,0.0,71.0,31.0,31.0,21.0,6.0,10.0,False,True,False
2023-07-15,16:00,2023-07-15 16:00:00,29.0,84.0,54.0,Cloudy,119,21.0,WNW,1005.0,0.0,71.0,31.0,31.0,20.0,6.0,10.0,False,True,False
2023-07-15,17:00,2023-07-15 17:00:00,29.0,84.0,57.0,Patchy rain possible,176,17.0,WNW,1005.0,0.1,75.0,31.0,31.0,19.0,6.0,10.0,False,False,True
2023-07-15,18:00,2023-07-15 18:00:00,28.0,83.0,59.0,Partly cloudy,116,18.0,WNW,1006.0,0.0,47.0,30.0,30.0,20.0,1.0,10.0,False,True,False
2023-07-15,19:00,2023-07-15 19:00:00,28.0,82.0,60.0,Cloudy,119,18.0,W,1007.0,0.0,73.0,29.0,29.0,19.0,1.0,10.0,False,True,False
2023-07-15,20:00,2023-07-15 20:00:00,27.0,80.0,62.0,Cloudy,119,16.0,WNW,1007.0,0.0,66.0,29.0,29.0,19.0,1.0,10.0,False,True,False
2023-07-15,21:00,2023-07-15 21:00:00,27.0,80.0,63.0,Cloudy,119,13.0,WNW,1007.0,0.0,82.0,29.0,29.0,21.0,1.0,10.0,False,True,False
2023-07-15,22:00,2023-07-15 22:00:00,26.0,79.0,66.0,Patchy rain possible,176,17.0,W,1008.0,0.2,57.0,28.0,28.0,20.0,1.0,10.0,False,False,True
2023-07-15,23:00,2023-07-15 23:00:00,26.0,79.0,72.0,Patchy rain possible,176,17.0,W,1007.0,0.1,63.0,28.0,28.0,20.0,1.0,10.0,False,False,True
2023-07-16,00:00,2023-07-16 00:00:00,25.0,78.0,68.0,Patchy rain possible,176,20.0,W,1006.0,0.1,74.0,27.0,27.0,20.0,1.0,10.0,False,False,True
2023-07-16,01:00,2023-07-16 01:00:00,25.0,77.0,75.0,Cloudy,119,20.0,W,1006.0,0.0,65.0,27.0,27.0,20.0,1.0,10.0,False,True,False
2023-07-16,02:00,2023-07-16 02:00:00,25.0,77.0,75.0,Patchy rain possible,176,22.0,W,1005.0,0.1,62.0,27.0,27.0,20.0,1.0,10.0,False,False,True
2023-07-16,03:00,2023-07-16 03:00:00,25.0,77.0,74.0,Patchy rain possible,176,22.0,W,1005.0,0.1,50.0,27.0,27.0,20.0,1.0,10.0,False,False,True
2023-07-16,04:00,2023-07-16 04:00:00,25.0,76.0,77.0,Patchy rain possible,176,21.0,WNW,1005.0,0.2,82.0,26.0,26.0,20.0,1.0,10.0,False,False,True
2023-07-16,05:00,2023-07-16 05:00:00,24.0,76.0,77.0,Patchy rain possible,176,21.0,W,1006.0,0.1,97.0,26.0,26.0,20.0,1.0,10.0,False,False,True
2023-07-16,06:00,2023-07-16 06:00:00,24.0,76.0,80.0,Moderate rain at times,299,20.0,WNW,1007.0,0.5,51.0,26.0,26.0,20.0,5.0,10.0,False,False,True
2023-07-16,07:00,2023-07-16 07:00:00,24.0,76.0,81.0,Heavy rain at times,305,21.0,WNW,1007.0,1.1,53.0,26.0,26.0,21.0,5.0,10.0,False,False,True
2023-07-16,08:00,2023-07-16 08:00:00,24.0,76.0,79.0,Moderate or heavy rain shower,356,24.0,WNW,1008.0,1.5,58.0,26.0,26.0,20.0,5.0,5.0,False,False,True
2023-07-16,09:00,2023-07-16 09:00:00,24.0,76.0,78.0,Heavy rain at times,305,24.0,WNW,1008.0,1.2,53.0,26.0,26.0,20.0,5.0,10.0,False,False,True
2023-07-16,10:00,2023-07-16 10:00:00,25.0,77.0,77.0,Heavy rain at times,305,21.0,WNW,1008.0,1.1,56.0,27.0,27.0,20.0,5.0,10.0,False,False,True
2023-07-16,11:00,2023-07-16 11:00:00,25.0,77.0,75.0,Moderate rain at times,299,23.0,WNW,1007.0,0.5,51.0,27.0,27.0,21.0,5.0,10.0,False,False,True
2023-07-16,12:00,2023-07-16 12:00:00,25.0,78.0,78.0,Cloudy,119,22.0,WNW,1007.0,0.0,63.0,28.0,28.0,21.0,6.0,10.0,False,True,False
2023-07-16,13:00,2023-07-16 13:00:00,26.0,79.0,78.0,Patchy rain possible,176,22.0,WNW,1006.0,0.1,61.0,28.0,28.0,21.0,6.0,10.0,False,False,True
2023-07-16,14:00,2023-07-16 14:00:00,26.0,79.0,77.0,Patchy rain possible,176,22.0,WNW,1006.0,0.3,54.0,29.0,29.0,21.0,6.0,5.0,False,False,True
2023-07-16,15:00,2023-07-16 15:00:00,26.0,79.0,75.0,Patchy rain possible,176,20.0,WNW,1006.0,0.2,79.0,28.0,28.0,21.0,6.0,10.0,False,False,True
2023-07-16,16:00,2023-07-16 16:00:00,26.0,78.0,78.0,Patchy rain possible,176,19.0,W,1006.0,0.1,53.0,28.0,28.0,21.0,6.0,10.0,False,False,True
2023-07-16,17:00,2023-07-16 17:00:00,25.0,78.0,81.0,Partly cloudy,116,21.0,W,1007.0,0.0,50.0,28.0,28.0,21.0,7.0,5.0,False,True,False
2023-07-16,18:00,2023-07-16 18:00:00,25.0,76.0,83.0,Cloudy,119,20.0,W,1007.0,0.0,67.0,27.0,27.0,21.0,1.0,5.0,False,True,False
2023-07-16,19:00,2023-07-16 19:00:00,25.0,76.0,82.0,Overcast,122,18.0,W,1007.0,0.0,100.0,27.0,27.0,21.0,1.0,10.0,False,True,False
2023-07-16,20:00,2023-07-16 20:00:00,24.0,75.0,82.0,Overcast,122,20.0,W,1008.0,0.0,100.0,26.0,26.0,21.0,1.0,2.0,False,True,False
2023-07-16,21:00,2023-07-16 21:00:00,24.0,74.0,82.0,Patchy rain possible,176,21.0,W,1008.0,0.1,100.0,26.0,26.0,20.0,1.0,10.0,False,False,True
2023-07-16,22:00,2023-07-16 22:00:00,23.0,74.0,83.0,Patchy rain possible,176,21.0,W,1008.0,0.2,100.0,25.0,25.0,20.0,1.0,10.0,False,False,True
2023-07-16,23:00,2023-07-16 23:00:00,23.0,74.0,81.0,Patchy rain possible,176,21.0,W,1008.0,0.2,52.0,25.0,25.0,20.0,1.0,10.0,False,False,True
2023-07-17,00:00,2023-07-17 00:00:00,23.0,73.0,85.0,Patchy rain possible,176,23.0,W,1008.0,0.2,100.0,25.0,25.0,21.0,1.0,10.0,False,False,True
2023-07-17,01:00,2023-07-17 01:00:00,22.0,72.0,85.0,Patchy rain possible,176,24.0,W,1007.0,0.2,72.0,25.0,25.0,19.0,1.0,10.0,False,False,True
2023-07-17,02:00,2023-07-17 02:00:00,22.0,72.0,86.0,Patchy rain possible,176,23.0,W,1006.0,0.2,77.0,25.0,25.0,19.0,1.0,10.0,False,False,True
2023-07-17,03:00,2023-07-17 03:00:00,22.0,72.0,86.0,Patchy rain possible,176,23.0,W,1006.0,0.1,56.0,25.0,25.0,20.0,1.0,10.0,False,False,True
2023-07-17,04:00,2023-07-17 04:00:00,22.0,72.0,83.0,Moderate rain at times,299,24.0,W,1006.0,0.6,100.0,22.0,25.0,19.0,1.0,10.0,False,False,True
2023-07-17,05:00,2023-07-17 05:00:00,22.0,71.0,82.0,Patchy rain possible,176,25.0,W,1007.0,0.4,77.0,22.0,24.0,19.0,1.0,10.0,False,False,True
2023-07-17,06:00,2023-07-17 06:00:00,22.0,72.0,82.0,Heavy rain at times,305,24.0,W,1007.0,1.2,74.0,25.0,25.0,19.0,5.0,5.0,False,False,True
2023-07-17,07:00,2023-07-17 07:00:00,22.0,72.0,82.0,Moderate rain at times,299,23.0,W,1008.0,0.6,91.0,25.0,25.0,19.0,5.0,10.0,False,False,True
2023-07-17,08:00,2023-07-17 08:00:00,23.0,74.0,81.0,Patchy rain possible,176,23.0,W,1008.0,0.3,77.0,25.0,25.0,19.0,5.0,2.0,False,False,True
2023-07-17,09:00,2023-07-17 09:00:00,24.0,75.0,80.0,Overcast,122,22.0,W,1008.0,0.0,86.0,26.0,26.0,20.0,5.0,10.0,False,True,False
2023-07-17,10:00,2023-07-17 10:00:00,25.0,76.0,80.0,Overcast,122,22.0,W,1008.0,0.0,100.0,27.0,27.0,20.0,5.0,10.0,False,True,False
2023-07-17,11:00,2023-07-17 11:00:00,25.0,77.0,82.0,Partly cloudy,116,21.0,W,1008.0,0.0,51.0,27.0,27.0,20.0,7.0,10.0,False,True,False
2023-07-17,12:00,2023-07-17 12:00:00,26.0,78.0,80.0,Cloudy,119,22.0,W,1007.0,0.0,81.0,28.0,28.0,21.0,6.0,10.0,False,True,False
2023-07-17,13:00,2023-07-17 13:00:00,26.0,79.0,78.0,Overcast,122,22.0,W,1006.0,0.0,86.0,28.0,28.0,21.0,6.0,10.0,False,True,False
2023-07-17,14:00,2023-07-17 14:00:00,26.0,79.0,77.0,Cloudy,119,23.0,W,1006.0,0.0,80.0,28.0,28.0,21.0,6.0,10.0,False,True,False
2023-07-17,15:00,2023-07-17 15:00:00,27.0,80.0,75.0,Cloudy,119,23.0,W,1004.0,0.0,60.0,29.0,29.0,21.0,6.0,10.0,False,True,False
2023-07-17,16:00,2023-07-17 16:00:00,26.0,79.0,72.0,Overcast,122,23.0,W,1003.0,0.0,88.0,28.0,28.0,20.0,6.0,10.0,False,True,False
2023-07-17,17:00,2023-07-17 17:00:00,26.0,78.0,73.0,Overcast,122,22.0,W,1004.0,0.0,100.0,28.0,28.0,20.0,6.0,10.0,False,True,False
2023-07-17,18:00,2023-07-17 18:00:00,25.0,78.0,75.0,Patchy rain possible,176,22.0,W,1005.0,0.3,74.0,27.0,27.0,21.0,1.0,10.0,False,False,True
2023-07-17,19:00,2023-07-17 19:00:00,25.0,77.0,77.0,Moderate rain at times,299,21.0,W,1006.0,0.6,68.0,27.0,27.0,21.0,1.0,10.0,False,False,True
2023-07-17,20:00,2023-07-17 20:00:00,24.0,76.0,77.0,Moderate rain at times,299,22.0,W,1007.0,0.6,71.0,26.0,26.0,20.0,1.0,10.0,False,False,True
2023-07-17,21:00,2023-07-17 21:00:00,24.0,75.0,78.0,Heavy rain at times,305,22.0,W,1007.0,1.1,74.0,26.0,26.0,20.0,1.0,10.0,False,False,True
2023-07-17,22:00,2023-07-17 22:00:00,24.0,75.0,79.0,Moderate or heavy rain shower,356,23.0,W,1007.0,1.5,84.0,26.0,26.0,20.0,1.0,10.0,False,False,True
2023-07-17,23:00,2023-07-17 23:00:00,24.0,74.0,80.0,Heavy rain at times,305,24.0,W,1007.0,1.3,100.0,26.0,26.0,20.0,1.0,10.0,False,False,True
2023-07-18,00:00,2023-07-18 00:00:00,23.0,74.0,80.0,Heavy rain at times,305,25.0,W,1006.0,1.2,61.0,25.0,25.0,20.0,1.0,5.0,False,False,True
2023-07-18,01:00,2023-07-18 01:00:00,23.0,73.0,79.0,Moderate rain at times,299,24.0,W,1006.0,0.6,100.0,25.0,25.0,19.0,1.0,10.0,False,False,True
2023-07-18,02:00,2023-07-18 02:00:00,23.0,73.0,79.0,Moderate or heavy rain shower,356,27.0,W,1005.0,1.6,100.0,25.0,25.0,19.0,1.0,2.0,False,False,True
2023-07-18,03:00,2023-07-18 03:00:00,23.0,73.0,78.0,Heavy rain at times,305,27.0,W,1005.0,1.2,100.0,25.0,25.0,19.0,1.0,10.0,False,False,True
2023-07-18,04:00,2023-07-18 04:00:00,23.0,73.0,78.0,Moderate or heavy rain shower,356,26.0,W,1005.0,3.1,90.0,25.0,25.0,19.0,1.0,10.0,False,False,True
2023-07-18,05:00,2023-07-18 05:00:00,23.0,73.0,78.0,Heavy rain at times,305,26.0,W,1006.0,1.2,76.0,25.0,25.0,19.0,1.0,10.0,False,False,True
2023-07-18,06:00,2023-07-18 06:00:00,23.0,73.0,79.0,Moderate or heavy rain shower,356,26.0,W,1006.0,3.2,81.0,25.0,25.0,19.0,5.0,10.0,False,False,True
2023-07-18,07:00,2023-07-18 07:00:00,23.0,74.0,79.0,Moderate rain at times,299,26.0,W,1007.0,0.9,83.0,25.0,25.0,19.0,5.0,10.0,False,False,True
2023-07-18,08:00,2023-07-18 08:00:00,24.0,74.0,79.0,Moderate or heavy rain shower,356,26.0,W,1006.0,1.6,66.0,25.0,25.0,20.0,5.0,10.0,False,False,True
2023-07-18,09:00,2023-07-18 09:00:00,24.0,75.0,78.0,Moderate or heavy rain shower,356,27.0,W,1007.0,1.8,61.0,26.0,26.0,20.0,5.0,10.0,False,False,True
2023-07-18,10:00,2023-07-18 10:00:00,24.0,76.0,76.0,Moderate or heavy rain shower,356,27.0,W,1007.0,1.5,100.0,26.0,26.0,20.0,5.0,10.0,False,False,True
2023-07-18,11:00,2023-07-18 11:00:00,24.0,76.0,76.0,Patchy rain possible,176,27.0,W,1007.0,0.2,68.0,26.0,26.0,20.0,5.0,10.0,False,False,True
2023-07-18,12:00,2023-07-18 12:00:00,25.0,76.0,77.0,Patchy rain possible,176,27.0,W,1006.0,0.1,64.0,26.0,26.0,20.0,5.0,10.0,False,False,True
2023-07-18,13:00,2023-07-18 13:00:00,25.0,77.0,76.0,Patchy rain possible,176,27.0,W,1005.0,0.3,71.0,27.0,27.0,20.0,5.0,10.0,False,False,True
2023-07-18,14:00,2023-07-18 14:00:00,25.0,77.0,76.0,Patchy rain possible,176,26.0,W,1004.0,0.2,71.0,27.0,27.0,20.0,5.0,10.0,False,False,True
2023-07-18,15:00,2023-07-18 15:00:00,25.0,77.0,76.0,Patchy rain possible,176,26.0,W,1003.0,0.1,100.0,27.0,27.0,20.0,5.0,10.0,False,False,True
2023-07-18,16:00,2023-07-18 16:00:00,25.0,77.0,76.0,Patchy rain possible,176,26.0,W,1003.0,0.2,91.0,27.0,27.0,20.0,5.0,10.0,False,False,True
2023-07-18,17:00,2023-07-18 17:00:00,25.0,77.0,76.0,Patchy rain possible,176,24.0,W,1003.0,0.3,74.0,27.0,27.0,20.0,5.0,10.0,False,False,True
2023-07-18,18:00,2023-07-18 18:00:00,25.0,76.0,77.0,Heavy rain at times,305,24.0,W,1003.0,1.1,76.0,27.0,27.0,20.0,1.0,10.0,False,False,True
2023-07-18,19:00,2023-07-18 19:00:00,24.0,76.0,77.0,Moderate rain at times,299,23.0,W,1004.0,0.9,77.0,26.0,26.0,20.0,1.0,10.0,False,False,True
2023-07-18,20:00,2023-07-18 20:00:00,24.0,76.0,77.0,Heavy rain at times,305,22.0,W,1005.0,1.4,89.0,26.0,26.0,20.0,1.0,10.0,False,False,True
2023-07-18,21:00,2023-07-18 21:00:00,24.0,76.0,78.0,Heavy rain at times,305,19.0,W,1005.0,1.2,64.0,26.0,26.0,20.0,1.0,10.0,False,False,True
2023-07-18,22:00,2023-07-18 22:00:00,24.0,76.0,76.0,Moderate or heavy rain shower,356,21.0,W,1006.0,1.9,83.0,26.0,26.0,20.0,1.0,10.0,False,False,True
2023-07-18,23:00,2023-07-18 23:00:00,23.0,74.0,77.0,Moderate or heavy rain shower,356,24.0,W,1005.0,2.0,71.0,25.0,25.0,20.0,1.0,10.0,False,False,True
2023-07-19,00:00,2023-07-19 00:00:00,23.0,73.0,87.0,Moderate or heavy rain shower,356,31.0,W,1004.0,2.3,98.0,25.0,25.0,20.0,1.0,10.0,False,False,True
2023-07-19,01:00,2023-07-19 01:00:00,22.0,72.0,87.0,Heavy rain at times,305,33.0,W,1004.0,1.0,97.0,25.0,25.0,20.0,1.0,10.0,False,False,True
2023-07-19,02:00,2023-07-19 02:00:00,22.0,71.0,87.0,Heavy rain at times,305,32.0,W,1003.0,1.1,99.0,22.0,25.0,20.0,1.0,10.0,False,False,True
2023-07-19,03:00,2023-07-19 03:00:00,22.0,71.0,87.0,Moderate or heavy rain shower,356,30.0,W,1002.0,3.5,100.0,22.0,24.0,20.0,1.0,10.0,False,False,True
2023-07-19,04:00,2023-07-19 04:00:00,22.0,71.0,87.0,Moderate or heavy rain shower,356,28.0,W,1002.0,3.9,99.0,22.0,24.0,20.0,1.0,10.0,False,False,True
2023-07-19,05:00,2023-07-19 05:00:00,22.0,71.0,88.0,Moderate or heavy rain shower,356,28.0,W,1003.0,4.8,97.0,22.0,24.0,19.0,1.0,2.0,False,False,True
2023-07-19,06:00,2023-07-19 06:00:00,22.0,71.0,88.0,Patchy rain possible,176,29.0,W,1003.0,0.2,89.0,22.0,24.0,19.0,5.0,10.0,False,False,True
2023-07-19,07:00,2023-07-19 07:00:00,23.0,73.0,87.0,Heavy rain at times,305,28.0,W,1004.0,1.3,95.0,25.0,25.0,20.0,5.0,10.0,False,False,True
2023-07-19,08:00,2023-07-19 08:00:00,23.0,73.0,87.0,Heavy rain at times,305,27.0,W,1004.0,1.5,100.0,25.0,25.0,21.0,5.0,10.0,False,False,True
2023-07-19,09:00,2023-07-19 09:00:00,23.0,74.0,86.0,Moderate or heavy rain shower,356,27.0,W,1004.0,2.1,100.0,26.0,26.0,21.0,5.0,10.0,False,False,True
2023-07-19,10:00,2023-07-19 10:00:00,24.0,75.0,85.0,Moderate or heavy rain shower,356,28.0,W,1004.0,1.8,100.0,26.0,26.0,21.0,5.0,10.0,False,False,True
2023-07-19,11:00,2023-07-19 11:00:00,24.0,75.0,84.0,Moderate or heavy rain shower,356,29.0,W,1004.0,2.2,90.0,26.0,26.0,21.0,5.0,2.0,False,False,True
2023-07-19,12:00,2023-07-19 12:00:00,24.0,76.0,81.0,Moderate or heavy rain shower,356,29.0,W,1003.0,1.7,74.0,26.0,26.0,21.0,5.0,10.0,False,False,True
2023-07-19,13:00,2023-07-19 13:00:00,24.0,76.0,79.0,Moderate or heavy rain shower,356,29.0,W,1003.0,2.1,53.0,26.0,26.0,21.0,5.0,10.0,False,False,True
2023-07-19,14:00,2023-07-19 14:00:00,25.0,76.0,78.0,Heavy rain at times,305,28.0,W,1002.0,1.1,88.0,27.0,27.0,21.0,5.0,10.0,False,False,True
2023-07-19,15:00,2023-07-19 15:00:00,25.0,77.0,78.0,Moderate rain at times,299,27.0,W,1001.0,0.6,71.0,27.0,27.0,21.0,5.0,10.0,False,False,True
2023-07-19,16:00,2023-07-19 16:00:00,25.0,77.0,78.0,Patchy rain possible,176,27.0,W,1001.0,0.2,71.0,27.0,27.0,21.0,5.0,10.0,False,False,True
2023-07-19,17:00,2023-07-19 17:00:00,25.0,77.0,78.0,Patchy rain possible,176,28.0,W,1001.0,0.2,54.0,27.0,27.0,21.0,5.0,10.0,False,False,True
2023-07-19,18:00,2023-07-19 18:00:00,25.0,76.0,78.0,Heavy rain at times,305,29.0,W,1002.0,1.2,77.0,27.0,27.0,21.0,1.0,10.0,False,False,True
2023-07-19,19:00,2023-07-19 19:00:00,24.0,76.0,79.0,Patchy rain possible,176,29.0,W,1002.0,0.2,85.0,26.0,26.0,21.0,1.0,10.0,False,False,True
2023-07-19,20:00,2023-07-19 20:00:00,24.0,75.0,79.0,Patchy rain possible,176,28.0,W,1003.0,0.3,100.0,26.0,26.0,20.0,1.0,10.0,False,False,True
2023-07-19,21:00,2023-07-19 21:00:00,24.0,75.0,79.0,Moderate rain at times,299,29.0,W,1004.0,0.9,100.0,26.0,26.0,20.0,1.0,10.0,False,False,True
2023-07-19,22:00,2023-07-19 22:00:00,24.0,74.0,80.0,Heavy rain at times,305,30.0,W,1004.0,1.4,77.0,26.0,26.0,20.0,1.0,10.0,False,False,True
2023-07-19,23:00,2023-07-19 23:00:00,23.0,73.0,81.0,Heavy rain at times,305,28.0,W,1004.0,1.0,53.0,25.0,25.0,20.0,1.0,10.0,False,False,True
2023-07-20,00:00,2023-07-20 00:00:00,22.0,72.0,91.0,Moderate or heavy rain shower,356,29.0,WSW,1002.0,1.9,100.0,25.0,25.0,20.0,1.0,10.0,False,False,True
2023-07-20,01:00,2023-07-20 01:00:00,22.0,71.0,90.0,Moderate or heavy rain shower,356,28.0,WSW,1002.0,2.0,98.0,22.0,24.0,20.0,1.0,10.0,False,False,True
2023-07-20,02:00,2023-07-20 02:00:00,22.0,71.0,90.0,Moderate or heavy rain shower,356,30.0,WSW,1002.0,2.3,100.0,22.0,24.0,20.0,1.0,10.0,False,False,True
2023-07-20,03:00,2023-07-20 03:00:00,22.0,71.0,91.0,Moderate or heavy rain shower,356,32.0,WSW,1002.0,2.9,100.0,22.0,24.0,20.0,1.0,10.0,False,False,True
2023-07-20,04:00,2023-07-20 04:00:00,22.0,71.0,92.0,Moderate or heavy rain shower,356,31.0,WSW,1002.0,2.2,100.0,22.0,24.0,20.0,1.0,10.0,False,False,True
2023-07-20,05:00,2023-07-20 05:00:00,22.0,71.0,91.0,Moderate or heavy rain shower,356,27.0,WSW,1003.0,2.0,100.0,22.0,24.0,20.0,1.0,2.0,False,False,True
